,Unnamed: 0,Unnamed: 0.1,name,address,type,ranking,price,direccion,comunidad,street,street_2,coordinates
322,51,51,Tuk Tuk Asian Street Food Chueca,"C/ Barquillo, 28004 Madrid España",Asiática,#929 de 10.409 restaurantes en Madrid,€€ - €€€,C/ Barquillo , Madrid España,C/ Barquillo ,"CalleBarquillo , Madrid España","CalleBarquillo , Madrid España"
323,52,52,Don Oso,"Calle Donoso Cortés 90, 28015 Madrid España",Americana,#625 de 10.409 restaurantes en Madrid,€,Calle Donoso Cortés 90 , Madrid España,Calle Donoso Cortés 90,"Calle Donoso Cortés 90, Madrid España","Calle Donoso Cortés 90, Madrid España"
324,53,53,Emma Cocina,"Plaza de San Miguel 4 Frente al Mercado de San Miguel, 28005 Madrid España",Mediterránea,#387 de 10.409 restaurantes en Madrid,€€ - €€€,Plaza de San Miguel 4 Frente al Mercado de San Miguel , Madrid España,Plaza de San Miguel 4,"Plaza de San Miguel 4, Madrid España","(40.41523, -3.7085232)"
325,54,54,Tango Restaurante Madrid,"Calle General Diaz Porlier 95 Barrio de Salamanca, 28006 Madrid España",Restaurante de carne,#917 de 10.409 restaurantes en Madrid,€€€€,Calle General Diaz Porlier 95 Barrio de Salamanca , Madrid España,Calle General Diaz Porlier 95,"Calle General Diaz Porlier 95, Madrid España","Calle General Diaz Porlier 95, Madrid España"
326,55,55,La Ramona Madrid,"Calle Nuñez de Arce 14 Plaza Santa Ana, 28012 Madrid España",Española,#543 de 10.409 restaurantes en Madrid,€,Calle Nuñez de Arce 14 Plaza Santa Ana , Madrid España,Calle Nuñez de Arce 14,"Calle Nuñez de Arce 14, Madrid España","(40.3244001, -3.7660002)"
327,56,56,"La Tagliatella Av. de los Andes, Madrid","Avenida Andes 25, 28043 Madrid España",Italiana,#3.371 de 10.409 restaurantes en Madrid,€€ - €€€,Avenida Andes 25 , Madrid España,Avenida Andes 25,"Avenida Andes 25, Madrid España","(40.4561173, -3.6196246)"
328,57,57,Doñaluz,"Calle Montera 10-12 Terraza del Hotel B&B, 28013 Madrid España",Latina,#1.028 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Montera 10-12 Terraza del Hotel B&B , Madrid España,Calle Montera 10-12,"Calle Montera 10-12, Madrid España","(40.4176966, -3.7027096)"
329,58,58,The Lobstar,"Calle Carranza 4 28004, 28004 Madrid España",Americana,#837 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Carranza 4 , Madrid España,Calle Carranza 4,"Calle Carranza 4, Madrid España","(40.675237, -3.9677288)"
330,59,59,Donde Mónica,"C/ Padilla 3, 28006 Madrid España",Mediterránea,#2.027 de 10.409 restaurantes en Madrid,€€ - €€€,C/ Padilla 3 , Madrid España,C/ Padilla 3,"CallePadilla 3, Madrid España","CallePadilla 3, Madrid España"
331,60,60,Restaurante La Castafiore,"C/ Marqués de Monasterio, 5, 28004 Madrid España",Mediterránea,#489 de 10.409 restaurantes en Madrid,€€ - €€€,C/ Marqués de Monasterio 5 , Madrid España,C/ Marqués de Monasterio 5,"CalleMarqués de Monasterio 5, Madrid España","CalleMarqués de Monasterio 5, Madrid España"
332,61,61,Empanadas Malvón,"Calle Narvaez 60, 28009 Madrid España",Argentina,#37 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Narvaez 60 , Madrid España,Calle Narvaez 60,"Calle Narvaez 60, Madrid España","(40.1983531, -3.6946309)"
333,62,62,La Parrilla de Madrid,"Calle Capitan Haya 19, 28020 Madrid España",Mediterránea,#4.491 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Capitan Haya 19 , Madrid España,Calle Capitan Haya 19,"Calle Capitan Haya 19, Madrid España","Calle Capitan Haya 19, Madrid España"
334,63,63,La huerta de Tudela,"Calle Prado nº 15, 28014 Madrid España",Mediterránea,#669 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Prado nº 15 , Madrid España,Calle Prado nº 15,"Calle Prado nº 15, Madrid España","(40.5665735, -4.2704451)"
335,64,64,Pastamore,"Calle Alcalá, 191, 28009 Madrid España",Italiana,#11 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Alcalá 191 , Madrid España,Calle Alcalá 191,"Calle Alcalá 191, Madrid España","(40.4206967, -3.6851451)"
336,65,65,HanSo Café,"Calle Pez 20 Barrio Malasaña, 28004 Madrid España",Tentempiés,N.º 16 de 477 cafeterías y teterías en Madrid,€€ - €€€,Calle Pez 20 Barrio Malasaña , Madrid España,Calle Pez 20,"Calle Pez 20, Madrid España","(40.5678635, -4.261314)"
337,66,66,Ran Ran Tei,"Calle Orense 26, 28020 Madrid España",Japonesa,#1.676 de 10.409 restaurantes en Madrid,€,Calle Orense 26 , Madrid España,Calle Orense 26,"Calle Orense 26, Madrid España","(40.4878225, -3.353238)"
338,67,67,Tommy Mel's,"Calle Gran Via 53, 28013 Madrid España",Americana,#1.196 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Gran Via 53 , Madrid España,Calle Gran Via 53,"Calle Gran Via 53, Madrid España","(40.4424218, -3.361057)"
339,68,68,Restaurante Gloria Bendita Madrid,"Calle de Santiago 3, 28013 Madrid España",Española,#513 de 10.409 restaurantes en Madrid,€€ - €€€,Calle de Santiago 3 , Madrid España,Calle de Santiago 3,"Calle de Santiago 3, Madrid España","(40.4160998, -3.7100094560670156)"
340,69,69,Ni Hao,"Calle Silva 20, 28004 Madrid España",China,#1.796 de 10.409 restaurantes en Madrid,€,Calle Silva 20 , Madrid España,Calle Silva 20,"Calle Silva 20, Madrid España","(40.8189302, -3.6722728)"
341,70,70,Artesanos de la Horchata,"Calle Pedro Tezano 11 Villaamil 44, 28039 Madrid España",Confiterías/panaderías,N.º 101 de 477 cafeterías y teterías en Madrid,€,Calle Pedro Tezano 11 Villaamil 44 , Madrid España,Calle Pedro Tezano 11,"Calle Pedro Tezano 11, Madrid España","(40.4596952, -3.7073581)"
342,71,71,Jose Luis,"Calle de Serrano 89, 28006 Madrid España",Mediterránea,#1.427 de 10.409 restaurantes en Madrid,€€ - €€€,Calle de Serrano 89 , Madrid España,Calle de Serrano 89,"Calle de Serrano 89, Madrid España","(40.4369897, -3.6865649)"
343,72,72,Saporem Chueca,"hortaleza 74, 28004 Madrid España",Italiana,#1.744 de 10.409 restaurantes en Madrid,€€ - €€€,hortaleza 74 , Madrid España,hortaleza 74,"hortaleza 74, Madrid España","(40.423257, -3.6988719)"
344,73,73,La Jefa Home Bar,"Calle De Recoletos 14, 28001 Madrid España",Internacional,#1.588 de 10.409 restaurantes en Madrid,€€ - €€€,Calle De Recoletos 14 , Madrid España,Calle De Recoletos 14,"Calle De Recoletos 14, Madrid España","(40.4218156, -3.6899763)"
345,74,74,La Musa Latina,"Constanilla de San Andres, Madrid España",Mediterránea,#678 de 10.409 restaurantes en Madrid,€€ - €€€,Constanilla de San Andres Madrid España,"Constanilla de San Andres, Madrid España",Constanilla de San Andres,"Constanilla de San Andres,Constanilla de San Andres, Madrid España","Constanilla de San Andres,Constanilla de San Andres, Madrid España"
346,75,75,Goiko - General Peron 16,"Avenida Del General Peron 16, 28020 Madrid España",Americana,#545 de 10.409 restaurantes en Madrid,€€ - €€€,Avenida Del General Peron 16 , Madrid España,Avenida Del General Peron 16,"Avenida Del General Peron 16, Madrid España","(40.452151900000004, -3.696945967526842)"
347,76,76,La Daniela Cuchilleros,"Calle de los Cuchilleros, 9, 28005 Madrid España",Mediterránea,#2.108 de 10.409 restaurantes en Madrid,€€ - €€€,Calle de los Cuchilleros 9 , Madrid España,Calle de los Cuchilleros 9,"Calle de los Cuchilleros 9, Madrid España","(40.4147374, -3.7081202)"
348,77,77,Bar Selva,"Plaza de los Mostenses, 7, 28015 Madrid España",Mediterránea,#231 de 10.409 restaurantes en Madrid,€,Plaza de los Mostenses 7 , Madrid España,Plaza de los Mostenses 7,"Plaza de los Mostenses 7, Madrid España","(40.4235515, -3.7086469)"
349,78,78,Jimbo Smokehouse,"Plaza Descubridor Diego De Ordas, 4, 28003 Madrid España",Americana,#1.293 de 10.409 restaurantes en Madrid,€€ - €€€,Plaza Descubridor Diego De Ordas 4 , Madrid España,Plaza Descubridor Diego De Ordas 4,"Plaza Descubridor Diego De Ordas 4, Madrid España","Plaza Descubridor Diego De Ordas 4, Madrid España"
350,79,79,Bocadillos Oink,"Calle Gran Via 22, 28013 Madrid España",Comida rápida,#104 de 10.409 restaurantes en Madrid,€,Calle Gran Via 22 , Madrid España,Calle Gran Via 22,"Calle Gran Via 22, Madrid España","(40.4693553, -3.8708589)"
351,80,80,Kilómetros de Pizza,"Avenida de Brasil 6, 28020 Madrid España",Italiana,#2.278 de 10.409 restaurantes en Madrid,€€ - €€€,Avenida de Brasil 6 , Madrid España,Avenida de Brasil 6,"Avenida de Brasil 6, Madrid España","(40.4540899, -3.6932823)"
352,81,81,Dry Martini By Javier de las Muelas at the Gran Meliá Fénix Madrid,"Calle Hermosilla 2 / Plaza Colón, 28001 Madrid España",Europea,#840 de 10.409 restaurantes en Madrid,€€€€,Calle Hermosilla 2 / Plaza Colón , Madrid España,Calle Hermosilla 2,"Calle Hermosilla 2, Madrid España","(40.4264685, -3.6893045)"
353,82,82,Horno Santa Maria Madrid,"Paseo Florida 3, 28008 Madrid España",Café,N.º 436 de 477 cafeterías y teterías en Madrid,€,Paseo Florida 3 , Madrid España,Paseo Florida 3,"Paseo Florida 3, Madrid España","(40.420816849999994, -3.7210946132059575)"
354,83,83,Ostras Pedrín Madrid Chamberí,"Calle del Cardenal Cisneros 39 Esquina, 28010 Madrid España",Mediterránea,#1.272 de 10.409 restaurantes en Madrid,€€ - €€€,Calle del Cardenal Cisneros 39 Esquina , Madrid España,Calle del Cardenal Cisneros 39,"Calle del Cardenal Cisneros 39, Madrid España","(40.4341914, -3.7027635)"
355,84,84,El Fogon de Trifon,"C/ Ayala 144, Madrid España",Mediterránea,#542 de 10.409 restaurantes en Madrid,€€€€,C/ Ayala 144 Madrid España,"C/ Ayala 144, Madrid España",C/ Ayala 144,"CalleAyala 144,CalleAyala 144, Madrid España","CalleAyala 144,CalleAyala 144, Madrid España"
356,85,85,Pisco41,"Calle de San Nicolas, 8, 28013 Madrid España",Peruana,#824 de 10.409 restaurantes en Madrid,€€ - €€€,Calle de San Nicolas 8 , Madrid España,Calle de San Nicolas 8,"Calle de San Nicolas 8, Madrid España","(40.4159828, -3.711718)"
357,86,86,Sol Azteca,"Calle General Pardiñas, 61 Todos los días abrimos horario comidas y cenas, 28006 Madrid España",Mexicana,#440 de 10.409 restaurantes en Madrid,€€ - €€€,Calle General Pardiñas 61 Todos los días abrimos horario comidas y cenas , Madrid España,Calle General Pardiñas 61,"Calle General Pardiñas 61, Madrid España","Calle General Pardiñas 61, Madrid España"
358,87,87,Taberna Gaztelupe,"Calle del Aviador Zorita, 32, 28020 Madrid España",Mediterránea,#621 de 10.409 restaurantes en Madrid,€€€€,Calle del Aviador Zorita 32 , Madrid España,Calle del Aviador Zorita 32,"Calle del Aviador Zorita 32, Madrid España","(40.4502228, -3.6981486)"
359,88,88,De Maria Preciados,"Calle Preciados 32, 28013 Madrid España",Restaurante de carne,#535 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Preciados 32 , Madrid España,Calle Preciados 32,"Calle Preciados 32, Madrid España","(40.4197262, -3.7063834)"
360,89,89,Hilton Madrid Airport,"Avenida Hispanidad 2-4, 28042 Madrid España",Europea,#1.478 de 10.409 restaurantes en Madrid,€€ - €€€,Avenida Hispanidad 2-4 , Madrid España,Avenida Hispanidad 2,"Avenida Hispanidad 2, Madrid España","(40.453483399999996, -3.5875320941365434)"
361,90,90,Los Porfiados,"C/ Buenavista, 18, Lavapies, 28012 Madrid España",Mediterránea,#238 de 10.409 restaurantes en Madrid,€€ - €€€,C/ Buenavista 18 Lavapies , Madrid España,C/ Buenavista 18,"CalleBuenavista 18, Madrid España","CalleBuenavista 18, Madrid España"
362,91,91,La Hoja,"Calle Doctor Castelo 48, 28009 Madrid España",Europea,#1.547 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Doctor Castelo 48 , Madrid España,Calle Doctor Castelo 48,"Calle Doctor Castelo 48, Madrid España","(40.1942072, -3.6769121)"
363,92,92,Taberna Antonio Sánchez,"Calle del Meson de Paredes 13, 28012 Madrid España",Mediterránea,#1.999 de 10.409 restaurantes en Madrid,€€ - €€€,Calle del Meson de Paredes 13 , Madrid España,Calle del Meson de Paredes 13,"Calle del Meson de Paredes 13, Madrid España","(40.4111122, -3.7048589)"
364,93,93,La Castañal,"C/ Berruguete, 78, 28039 Madrid España",Marisco,#947 de 10.409 restaurantes en Madrid,€€ - €€€,C/ Berruguete 78 , Madrid España,C/ Berruguete 78,"CalleBerruguete 78, Madrid España","CalleBerruguete 78, Madrid España"
365,94,94,labonata,"Plaza Chueca 8, 28004 Madrid España",Postres,N.º 46 de 319 postres en Madrid,€,Plaza Chueca 8 , Madrid España,Plaza Chueca 8,"Plaza Chueca 8, Madrid España","(40.4227404, -3.697428)"
366,95,95,Viva Madrid,"Calle de Manuel Fernandez y Gonzalez 7, 28014 Madrid España",Mediterránea,#1.217 de 10.409 restaurantes en Madrid,€€ - €€€,Calle de Manuel Fernandez y Gonzalez 7 , Madrid España,Calle de Manuel Fernandez y Gonzalez 7,"Calle de Manuel Fernandez y Gonzalez 7, Madrid España","(40.4152676, -3.6998281569340064)"
367,96,96,Krachai,"Calle Fernando VI 11, 28004 Madrid España",Asiática,#1.020 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Fernando VI 11 , Madrid España,Calle Fernando VI 11,"Calle Fernando VI 11, Madrid España","(40.2700819, -3.5917233)"
368,97,97,Paellamar Tirso de Molina,"Calle de Dona Urraca 15 Mercado Tirso de Molina, 28011 Madrid España",Mediterránea,#2.859 de 10.409 restaurantes en Madrid,€€ - €€€,Calle de Dona Urraca 15 Mercado Tirso de Molina , Madrid España,Calle de Dona Urraca 15,"Calle de Dona Urraca 15, Madrid España","(40.412691, -3.7288795)"
369,98,98,Txirimiri Ferraz,"Calle Ferraz 38, 28008 Madrid España",Mediterránea,#203 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Ferraz 38 , Madrid España,Calle Ferraz 38,"Calle Ferraz 38, Madrid España","(40.4886126, -3.3634066)"
370,99,99,Salon Cascabel,"Calle Serrano 52, 28001 Madrid España",Mexicana,#1.456 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Serrano 52 , Madrid España,Calle Serrano 52,"Calle Serrano 52, Madrid España","(40.4504615, -3.6821569)"
371,0,0,Areia Chill Out,"Calle Hortaleza 92 Chueca, 28004 Madrid España",Bar,#879 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Hortaleza 92 Chueca , Madrid España,Calle Hortaleza 92,"Calle Hortaleza 92, Madrid España","(40.4172605, -3.1762323)"
372,1,1,"GIOELIA Cremeria, Madrid Atocha","Giolatto c/ Atocha, 42, 28012 Madrid España",Postres,N.º 4 de 319 postres en Madrid,€,Giolatto c/ Atocha 42 , Madrid España,Giolatto c/ Atocha 42,"Giolatto CalleAtocha 42, Madrid España","Giolatto CalleAtocha 42, Madrid España"
373,2,2,Fathe Pur,"Calle Ibiza 42, 28009 Madrid España",India,#417 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Ibiza 42 , Madrid España,Calle Ibiza 42,"Calle Ibiza 42, Madrid España","(40.4900809, -3.3426769)"
374,3,3,La Tahona,"Calle Del Capitan Haya, 21, 28020 Madrid España",Restaurante de carne,#708 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Del Capitan Haya 21 , Madrid España,Calle Del Capitan Haya 21,"Calle Del Capitan Haya 21, Madrid España","(40.4574335, -3.692846)"
375,4,4,Cerveceria Gonmar,"Paseo Munoz Grandes 47, 28025 Madrid España",Bar,#3.895 de 10.409 restaurantes en Madrid,€,Paseo Munoz Grandes 47 , Madrid España,Paseo Munoz Grandes 47,"Paseo Munoz Grandes 47, Madrid España","(40.3874565, -3.7441862)"
376,5,5,Cerveceria Santa Barbara,"Plaza de Santa Bárbara, 28004 Madrid España",Bar,#9.649 de 10.409 restaurantes en Madrid,€€ - €€€,Plaza de Santa Bárbara , Madrid España,Plaza de Santa Bárbara ,"Plaza de Santa Bárbara , Madrid España","(40.4270552, -3.6964611)"
377,6,6,El Cucurucho del Mar,"Calle Postigo de San Martín, 6 LOCAL, 28013 Madrid España",Marisco,#608 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Postigo de San Martín 6 LOCAL , Madrid España,Calle Postigo de San Martín 6,"Calle Postigo de San Martín 6, Madrid España","(40.4192126, -3.706068)"
378,7,7,El Madrono,"Calle Latoneros 10, 28005 Madrid España",Mediterránea,#2.606 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Latoneros 10 , Madrid España,Calle Latoneros 10,"Calle Latoneros 10, Madrid España","(40.4140365, -3.7079139)"
379,8,8,Ikigai,"Calle Flor Baja 5, 28013 Madrid España",Japonesa,#967 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Flor Baja 5 , Madrid España,Calle Flor Baja 5,"Calle Flor Baja 5, Madrid España","(40.4222185, -3.7099091)"
380,9,9,Soy Kitchen,"Calle de Zurbano, 59, 28010 Madrid España",Asiática,#396 de 10.409 restaurantes en Madrid,€€€€,Calle de Zurbano 59 , Madrid España,Calle de Zurbano 59,"Calle de Zurbano 59, Madrid España","(40.4359695, -3.6931682)"
381,10,10,Restaurante Yunie,"Calle De Meléndez Valdés, 64, 28015 Madrid España",Libanesa,#1.319 de 10.409 restaurantes en Madrid,€,Calle De Meléndez Valdés 64 , Madrid España,Calle De Meléndez Valdés 64,"Calle De Meléndez Valdés 64, Madrid España","(40.4331929, -3.7163298)"
382,11,11,Maestro Churrero,"Plaza Jacinto Benavente 2 Carrera de San Jerónimo 9, 28012 Madrid España",Postres,N.º 91 de 477 cafeterías y teterías en Madrid,€,Plaza Jacinto Benavente 2 Carrera de San Jerónimo 9 , Madrid España,Plaza Jacinto Benavente 2 Carrera de San Jerónimo 9,"Plaza Jacinto Benavente 2 Carrera de San Jerónimo 9, Madrid España","Plaza Jacinto Benavente 2 Carrera de San Jerónimo 9, Madrid España"
383,12,12,Restaurante Miki,"Calle Duque de Sevilla 4, 28002 Madrid España",Japonesa,#697 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Duque de Sevilla 4 , Madrid España,Calle Duque de Sevilla 4,"Calle Duque de Sevilla 4, Madrid España","(40.4422201, -3.6798763)"
384,13,13,Taberna Real,"Plaza Isabel II 8, 28013 Madrid España",Bar,#8.886 de 10.409 restaurantes en Madrid,€€ - €€€,Plaza Isabel II 8 , Madrid España,Plaza Isabel II 8,"Plaza Isabel II 8, Madrid España","(40.4182005, -3.7094577307377614)"
385,14,14,Casa Luciano,"Calle Atocha 120, 28012 Madrid España",Bar,#10.231 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Atocha 120 , Madrid España,Calle Atocha 120,"Calle Atocha 120, Madrid España","(40.4091894, -3.6927097)"
386,15,15,B13,"Calle Ballesta 13 Madrid Spain 28004, 28004 Madrid España",Comida rápida,#269 de 10.409 restaurantes en Madrid,€,Calle Ballesta 13 Madrid Spain , Madrid España,Calle Ballesta 13,"Calle Ballesta 13, Madrid España","(40.4219278, -3.7035187)"
387,16,16,KiraKira,"Calle Caracas 8, 28010 Madrid España",Japonesa,#236 de 10.409 restaurantes en Madrid,€€€€,Calle Caracas 8 , Madrid España,Calle Caracas 8,"Calle Caracas 8, Madrid España","(40.5501576, -3.8888604)"
388,17,17,Valdivieso Cocina Con Alma,"Calle Fray Luis de Leon, 7, 28012 Madrid España",Mediterránea,#143 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Fray Luis de Leon 7 , Madrid España,Calle Fray Luis de Leon 7,"Calle Fray Luis de Leon 7, Madrid España","(40.4050029, -3.6987357)"
389,18,18,Sylkar,"Calle Espronceda 17, 28003 Madrid España",Bar,#2.013 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Espronceda 17 , Madrid España,Calle Espronceda 17,"Calle Espronceda 17, Madrid España","(40.205929, -3.574362)"
390,19,19,Babel,"Calle Libertad 23 28004, 28004 Madrid España",Internacional,#671 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Libertad 23 , Madrid España,Calle Libertad 23,"Calle Libertad 23, Madrid España","(40.328159400000004, -3.854190636128493)"
391,20,20,Taberna El Buo Chueca,"Calle Gravina, 4 Chueca, 28004 Madrid España",Bar,#1.073 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Gravina 4 Chueca , Madrid España,Calle Gravina 4,"Calle Gravina 4, Madrid España","(40.4232481, -3.6983566)"
392,21,21,PAZO CORUÑA,"Calle Pio Baroja 6, 28009 Madrid España",Mediterránea,#1.016 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Pio Baroja 6 , Madrid España,Calle Pio Baroja 6,"Calle Pio Baroja 6, Madrid España","(40.2067474, -3.5752384)"
393,22,22,Tuk Tuk Asian Street Food Cisneros,"Calle Cardenal Cisneros 6, 28010 Madrid España",Asiática,#769 de 10.409 restaurantes en Madrid,€€ - €€€,Calle Cardenal Cisneros 6 , Madrid España,Calle Cardenal Cisneros 6,"Calle Cardenal Cisneros 6, Madrid España","(40.4299021, -3.7015527)"
394,23,23,Chocolaterias Valor,"Calle Postigo de San Martin 7 C/ Conde Penalver 43, 28013 Madrid España",Postres,N.º 452 de 477 cafeterías y teterías en Madrid,€€ - €€€,Calle Postigo de San Martin 7 C/ Conde Penalver 43 , Madrid España,Calle Postigo de San Martin 7 C/ Conde Penalver 43,"Calle Postigo de San Martin 7 CalleConde Penalver 43, Madrid España","Calle Postigo de San Martin 7 CalleConde Penalver 43, Madrid España"
